,matches
13661,"[(48244, 0.7484129928624407), (20483, 0.7475983801637535), (9095, 0.7395737027302011), (4570, 0.739291929780623), (56681, 0.7331283126508445), (27003, 0.7255431910091202), (15235, 0.7251433811344234), (4958, 0.7251272334560063), (27546, 0.7236894356396018), (44521, 0.7230445180467615), (7576, 0.7211482799795844), (38964, 0.7174257261564637), (15923, 0.7116179379571603), (40545, 0.711170127138449), (45989, 0.7110069687718578), (22359, 0.7091291169718249), (40865, 0.704296620408619), (18740, 0.7030964372577108), (16423, 0.7029304910901832), (28862, 0.7021857618761261), (26987, 0.701875053871317), (11887, 0.7010946425513943), (17045, 0.7006227677239286), (19112, 0.696963390986598), (58941, 0.6967506600867867), (32163, 0.6936613071858092), (18534, 0.693540159606664), (15853, 0.6925507109114291), (59208, 0.6911506633963018), (12271, 0.6892662315074247), (8583, 0.6875799938681021), (49014, 0.6870017965433542), (40058, 0.6860822211038353), (30087, 0.6846407181957285), (44667, 0.6845705074448188), (45656, 0.6830376776789835), (36199, 0.6822567884339185), (18194, 0.6819867924788954), (40094, 0.6811695196431938), (19928, 0.6807760750263198), (57192, 0.677754241082121), (10644, 0.676826149297221), (7291, 0.6757226969898018), (9, 0.6750691306051181), (24292, 0.6743462446826625), (31950, 0.673428924693052), (46778, 0.6731972383854828), (20317, 0.6720003800641383), (11788, 0.6707788276251999), (15560, 0.6682446989729424), (37720, 0.6663485989971866), (8943, 0.6659854075661689), (22814, 0.6659015601957755), (57825, 0.6656507415210768), (21199, 0.6655667428084552), (49826, 0.6653288037383134), (25334, 0.6648226264912824), (44610, 0.6645495808000811), (20139, 0.6642589101289085), (20095, 0.6631234646051871), (41833, 0.6626379978918394), (37041, 0.6600390945618723), (44126, 0.6597232478623264), (5988, 0.659216375154948), (35369, 0.6585576455924184), (55035, 0.6584651753892315), (42160, 0.6578242364816412), (3369, 0.6577153708229011), (3726, 0.6568568222904452), (33433, 0.6565939649704812), (28679, 0.6564965356777561), (20448, 0.6559620150713714), (7968, 0.6558454682814412), (9105, 0.6557026478553881), (34015, 0.6550595371239573), (51841, 0.6545756823361877), (12553, 0.6540329018232408), (54986, 0.6530896541443683), (53274, 0.6529333643618518), (32264, 0.652712149045592), (29055, 0.6522869685276759), (43889, 0.652044051984671), (8988, 0.6514387055828307), (11485, 0.6512007199319579), (22832, 0.6511769201579538), (12068, 0.6504043509777582)]"
37820,"[(53431, 0.6668653806236436), (33582, 0.6518123511016454)]"
9143,[]
20646,[]
38347,"[(7223, 0.6861354802133551), (56189, 0.6685951693416847), (29425, 0.6543792860006069), (14198, 0.6521434028491621), (19082, 0.6500325458644192)]"
33977,"[(11690, 0.6613536327375686)]"
43013,[]
7609,"[(52524, 0.6873053694440355), (55328, 0.6776302477270505), (12383, 0.6709158699253561), (1811, 0.6700351773270169)]"
42124,[]
41456,"[(12712, 0.7303203773497146), (29425, 0.7242093347450743), (1168, 0.7216538267230009), (58941, 0.7206013110736669), (9105, 0.7188919846817118), (8818, 0.7144839276788655), (16257, 0.7140939330438979), (27476, 0.7140187408399095), (36399, 0.7061009730949325), (40370, 0.7025502057266936), (53888, 0.7017455132550569), (50478, 0.7009412629645326), (9095, 0.7005131277504535), (29055, 0.6968873613801077), (7055, 0.6964419489473775), (45989, 0.694909469187893), (3542, 0.6940507943328048), (2200, 0.6910579309542603), (13106, 0.6897563356734046), (5406, 0.6893663911744605), (36137, 0.688276903090107), (31448, 0.6844482483181584), (11134, 0.6842435291566613), (50129, 0.6820046895280443), (4958, 0.6817549027342379), (15804, 0.6803198891849376), (56790, 0.6795030908007669), (7896, 0.6794517004364943), (53869, 0.678015142895454), (13661, 0.6775605977990394), (8012, 0.6773550040962478), (21671, 0.6773361134127405), (22397, 0.6770379692024917), (11485, 0.6758983370280565), (8943, 0.6754639391653436), (43148, 0.6749333038761942), (28236, 0.6745266360450113), (56665, 0.6739824603161998), (9008, 0.6731023327257437), (14432, 0.671658063880598), (46916, 0.6712854646357949), (38453, 0.6699670031406989), (55035, 0.6692308283293619), (45971, 0.6689201070536874), (29916, 0.6687929802546755), (15853, 0.6683320491282121), (50369, 0.667513300889688), (34572, 0.6670826730165038), (36032, 0.666678760522807), (19082, 0.6660727235506388), (54660, 0.6659671184053102), (54182, 0.6656427408140785), (40941, 0.6655313564242473), (35090, 0.6649580645305352), (11503, 0.6643489276855816), (16871, 0.6642384482782429), (16423, 0.6637428421066628), (20136, 0.6631784262242678), (35676, 0.6630565177264742), (30065, 0.6630401553774166), (38005, 0.662720978780617), (9044, 0.6623165061642452), (49014, 0.66218727514244), (9361, 0.6615723161172729), (13071, 0.6613659886959143), (5483, 0.6607461116965301), (14435, 0.6605608029924509), (20512, 0.6597995870248257), (45928, 0.6595159967760191), (3714, 0.6585378615208504), (3268, 0.6585075771504217), (52091, 0.6580845610344964), (4570, 0.6580065316793221), (2322, 0.657815743312577), (12000, 0.6577544638574241), (3797, 0.6571689166346772), (43250, 0.6568492708344852), (29920, 0.6565261305175197), (16514, 0.6564603526490487), (53042, 0.6564142890165867), (5640, 0.6560551948098039), (23004, 0.6559370928600443), (9050, 0.6554707775538925), (16165, 0.6551482745385379), (34609, 0.6549019260724087), (25457, 0.6546140967739219), (45915, 0.6543952875261579), (10942, 0.6540099379495081), (28213, 0.6537305919756596), (20071, 0.6536762941177663), (22437, 0.6535736118586587), (28063, 0.6534966927646869), (56206, 0.6528659117799408), (59796, 0.6526320613625043), (35830, 0.6524971893454328), (49288, 0.6524402668200897), (34191, 0.6524220155042559), (54760, 0.6523068335154751), (10644, 0.6521290596154583), (11690, 0.6520836184664918), (17380, 0.6517332902662117), (48768, 0.6513177890309241), (32039, 0.6509071346564624), (57860, 0.6507402289469311), (8971, 0.6505089686585512)]"
43459,"[(39436, 0.6505149702288316)]"
21364,"[(27546, 0.7560942846184011), (44952, 0.7488311027273389), (4570, 0.7455720592331059), (24292, 0.7407986984516853), (54986, 0.73006834856053), (1214, 0.728394316821145), (55225, 0.7239529340311325), (27004, 0.7163238071000827), (4958, 0.713996026284821), (45924, 0.7116107745158323), (49826, 0.7100131938612271), (30082, 0.7079547343318737), (49014, 0.7022392179155651), (30296, 0.6984996128129183), (35278, 0.691585458828118), (48848, 0.6903101700594847), (48244, 0.6846843351796077), (40545, 0.6831027892562345), (52513, 0.682730115967673), (39532, 0.6807279903180732), (35284, 0.6804406975297644), (34147, 0.6796242575488782), (20317, 0.6788858408690643), (10347, 0.6778445800226316), (30356, 0.6770019048744731), (46075, 0.6764376748568066), (34785, 0.6749867809949829), (6298, 0.6737759440027447), (16398, 0.6724864853911048), (50105, 0.670461981215819), (11788, 0.6689015310667309), (2322, 0.6685005272076929), (6141, 0.666987519962758), (10857, 0.6668076730657253), (10590, 0.6649905048391657), (58941, 0.6638957356983797), (11887, 0.6635387271444325), (16312, 0.6627322558598433), (36035, 0.6619046945439601), (3726, 0.6614329142653933), (12677, 0.661120356277605), (46683, 0.6594591147911183), (10644, 0.6588397146579087), (906, 0.6582465489100258), (3704, 0.6582156739133646), (22741, 0.6562418367576462), (8057, 0.6557935504832031), (8583, 0.6552944202058174), (44610, 0.6549856978329268), (32163, 0.6537169351858817), (55035, 0.6533679607322446), (42160, 0.6520357897320542), (28862, 0.6513096758740513), (8871, 0.6510162942253765), (28723, 0.6510044093962905), (32231, 0.6509877953008127), (56681, 0.650855722423416)]"
22121,"[(57438, 0.69267631943319), (17455, 0.6629009227592113), (56042, 0.653601724415801)]"
10515,"[(47320, 0.726432506211365), (5719, 0.6963845449087662), (13064, 0.6877252782227223), (58123, 0.6831177354314931), (33405, 0.6816016912158435), (1716, 0.6791164980779193), (47061, 0.6722564693063872), (37078, 0.6674401920238721), (19250, 0.6637308544626671), (47020, 0.6615061634409624), (25546, 0.6613418259812884), (31977, 0.6590140166060466), (21070, 0.6543010904249734), (57581, 0.6541561876163282), (17380, 0.6529051045714044)]"
33109,"[(47482, 0.6815177010486672), (13576, 0.6648247521011834), (28103, 0.6591937735018235)]"
43796,[]
52245,[]
16717,"[(15174, 0.6807782344054308), (53869, 0.6607425877294263), (51828, 0.6601464227190058)]"
25008,"[(27625, 0.6918527990148822), (47794, 0.6832828967905547)]"
48245,[]
41997,"[(2322, 0.7197507286009664), (47404, 0.7096903917761996), (11788, 0.6969514045637784), (29124, 0.6900403529268099), (38005, 0.6874315769495689), (40941, 0.6810114219312711), (58268, 0.6741150970542271), (22592, 0.670844114032623), (3320, 0.660308507202896), (7765, 0.6558830449032228), (8057, 0.6535128079413973), (30356, 0.6528488113863932), (43684, 0.6525352976580335)]"
33351,"[(11788, 0.6783277933057579)]"
27012,[]
18299,"[(34, 0.7533635051101469), (58778, 0.7501931347640781), (12790, 0.7478324576293772), (4958, 0.7244063081002253), (49826, 0.7240675159566495), (55225, 0.7233357557380363), (48785, 0.7209861937235889), (14164, 0.7200666899047559), (55588, 0.7152326387433813), (49792, 0.7143127839603354), (32231, 0.7124192274816424), (44420, 0.7094638597188174), (1637, 0.7084887466124296), (41987, 0.7081501928937853), (8057, 0.707962611180348), (6780, 0.7060587490504724), (3542, 0.7049692387897064), (43889, 0.7049624473554176), (41833, 0.7023390380304579), (34785, 0.7014426367586543), (36991, 0.6984547802402207), (10590, 0.698072188901062), (24292, 0.6972379840589235), (52513, 0.695985122495225), (15853, 0.6928142799423342), (8871, 0.6921285500810354), (9044, 0.6909380851752183), (44028, 0.6899662322247043), (13071, 0.6882829623351079), (11781, 0.6877222485915463), (41907, 0.6867872169030076), (8920, 0.686380669827098), (2310, 0.6839186672607301), (12712, 0.6828778782130495), (55072, 0.6814736053328643), (5175, 0.6807304355202196), (21199, 0.6800365488353426), (49499, 0.6800269345513305), (17869, 0.6793957610995502), (51867, 0.6786460005847492), (37602, 0.6782340674189272), (46683, 0.6781557321515632), (52839, 0.6775774629134992), (2322, 0.6764567363217397), (9897, 0.6757663893157149), (31086, 0.6754218043681915), (23671, 0.6753126811069775), (54164, 0.6740079639943872), (2737, 0.6739876287691432), (31950, 0.6737569113877799), (33321, 0.6735235386599704), (35278, 0.673243831423238), (5483, 0.672089988796763), (59413, 0.6720016752356407), (15387, 0.6718717280811736), (16903, 0.6718016018046179), (7968, 0.6705022028601549), (1560, 0.6701778587776627), (27003, 0.6698780209865595), (26167, 0.6696820337776453), (19143, 0.6695329251976986), (4570, 0.6693697138491901), (8964, 0.6692629293857645), (11485, 0.6692043846840285), (28236, 0.6671885979030633), (36035, 0.6656866712560202), (26530, 0.6656215235961851), (1419, 0.6646347663509973), (9718, 0.6642444124645088), (40566, 0.6637262518322177), (10674, 0.6630330182530613), (44720, 0.6628873562302912), (50704, 0.6624589821340207), (30082, 0.661835748055013), (17159, 0.661666457066781), (37800, 0.6596201313912232), (9537, 0.6595269424738237), (29124, 0.6593971503996592), (22592, 0.659309469571081), (24419, 0.6586822235015896), (47404, 0.658167610948965), (20483, 0.6577320923255962), (18977, 0.6577148138904069), (19161, 0.6563873013788897), (46144, 0.6560118775721442), (31889, 0.6546869266855283), (11559, 0.653374574175893), (11468, 0.6532289526518504), (34062, 0.652108866728847), (48244, 0.6517979141472204), (29920, 0.6507974507683411), (30359, 0.650226491503443), (9303, 0.6500567133767772), (7291, 0.6500288502165101)]"
21077,"[(44836, 0.7381880455360644), (3296, 0.7006579957589235), (29055, 0.6829451882129153), (2737, 0.6799086917542062), (30232, 0.6794003867750362), (26167, 0.6723164389298301), (50704, 0.667300660421855), (30356, 0.6633888941882355), (35737, 0.6627776236972908), (17869, 0.6601012814864109), (44324, 0.6597218649615438), (12790, 0.6568680108250435), (43684, 0.6560791240969168), (2322, 0.6536153439839847)]"
58020,"[(29231, 0.7388849681760664), (31512, 0.7025271794151022), (37139, 0.6873774197585171), (34318, 0.6721606628466101), (35938, 0.6698861210488367), (30695, 0.6670123965639883), (43954, 0.6609602920423407), (19036, 0.6603309198928745), (40427, 0.6573422575461166), (46908, 0.6532156163982256)]"
41740,"[(40545, 0.7449463035804945), (4570, 0.7089381710070954), (4958, 0.7025118629307489), (49014, 0.6724551328792828), (16398, 0.6691192911858657), (20317, 0.6672357217037652), (34015, 0.6656078295691658), (11485, 0.6618923176992673), (7291, 0.6617797020560865), (47464, 0.6580867184898609), (7968, 0.6562646643196928), (21443, 0.6513891127484702), (8920, 0.6508621186471435), (29055, 0.6503897398500048), (52203, 0.6500230278314579)]"
36633,"[(38658, 0.732823595662475), (56665, 0.7325624721146694), (48307, 0.6838883068851969), (12000, 0.6690228581557922), (5090, 0.6670112781849556), (39134, 0.6611534092121778), (1168, 0.6570513044037629), (21364, 0.6544860163210425), (14435, 0.6505911710155936)]"
56379,[]
20934,[]
37628,[]
2742,[]
38866,"[(58320, 0.6956434935529126), (55050, 0.6863504839319128), (10445, 0.6522640061903483), (3010, 0.6509769925889083)]"
20376,"[(45586, 0.6738869311375216), (43148, 0.6612863664719245), (5759, 0.6530318351331755)]"
47995,"[(28862, 0.7452931778517949), (27003, 0.7275828844438776), (40545, 0.719071774537891), (30359, 0.7142005222680223), (15853, 0.7112651302437213), (14164, 0.7087861375693352), (20483, 0.7050092924722633), (4297, 0.7047478867135578), (33433, 0.7038461981846266), (11485, 0.7025127981964457), (38964, 0.6992465991767999), (4570, 0.6989715421726823), (12712, 0.6975731524766263), (7342, 0.6964913287528226), (3556, 0.6942579097609687), (7665, 0.690032743337428), (41833, 0.6897160945170618), (48244, 0.6896149262695873), (7968, 0.6860276330876101), (1637, 0.6831861095599359), (50105, 0.6804972458410208), (40566, 0.6799218305450021), (52344, 0.6795145147889095), (20448, 0.6793147700217629), (12790, 0.6786688760063403), (6847, 0.6777244836913354), (20317, 0.6722490461703038), (12625, 0.671674272035883), (36046, 0.6714876441361561), (30229, 0.6713615061798213), (41987, 0.6698668784898902), (40865, 0.6693517105321264), (6307, 0.6682708542897078), (55225, 0.6670041571685271), (7291, 0.6653633144941713), (49381, 0.6648764853157214), (34785, 0.6648261813807705), (24070, 0.6646559792672284), (37800, 0.6643589613117619), (26530, 0.6623086646866523), (40094, 0.6613995795214458), (59048, 0.6602546392023426), (23671, 0.6575214652527305), (4958, 0.656788652548758), (16423, 0.6567015293740913), (57192, 0.6562356612081446), (52839, 0.6561752009891407), (51867, 0.6557806119399895), (20623, 0.6543136848288722), (13071, 0.6542141003133889), (39027, 0.6539711457520055), (37839, 0.6533265482276273), (5781, 0.6526955696024133), (57422, 0.6526776382584679), (20071, 0.6520247099918248), (48785, 0.6515117069582073), (8920, 0.6504083475815102)]"
51782,"[(1214, 0.6616762612450696), (16312, 0.6537296370126731), (14602, 0.6503971453080584)]"
13961,"[(58002, 0.6975907172115503), (29425, 0.6959465729869203), (10780, 0.6835787092939252), (9455, 0.6756108296892667), (21093, 0.6730713705868274), (22397, 0.6694055458273418), (34191, 0.6583971000842181), (20512, 0.657297958439829), (26780, 0.6562628181222465), (49347, 0.6544379285189929)]"
495,[]
8012,"[(44324, 0.7556453583898683), (29055, 0.7155289229450823), (44836, 0.7151758485103746), (20699, 0.7111666617880761), (9, 0.6873256630253493), (6251, 0.6727157978613131), (50478, 0.6687458680258653), (53102, 0.6632944915189204), (59943, 0.661259883288469), (110, 0.6604379804200601), (38795, 0.6601265041873648), (18925, 0.6567340256181268), (4808, 0.6564700617239925), (30523, 0.6541707442468406), (19106, 0.6539488545339879), (39475, 0.6508701760744029)]"
24107,"[(24834, 0.6735151336156077), (28063, 0.6669658564523857)]"
34461,"[(46908, 0.7196813081608058), (44720, 0.7136532660223911), (35278, 0.6932387229918872), (31512, 0.6909412319840988), (19036, 0.6904429799530888), (10057, 0.684378764546139), (45915, 0.6841876668665544), (14266, 0.6840768032817757), (3355, 0.6810757372896867), (49826, 0.6761864249690338), (17869, 0.6755576781396913), (47482, 0.6738523255454095), (110, 0.6734119281717194), (24575, 0.6690538000156397), (54795, 0.6677342721185268), (43969, 0.6666109993179005), (44028, 0.6657883873819013), (54986, 0.6606290788723705), (11990, 0.6586741449840264), (46450, 0.6583716648833647), (24594, 0.6567008317160745), (19106, 0.6563568140443895), (45307, 0.6554751063807084), (26824, 0.6552760353634298), (22592, 0.655074866331386), (31924, 0.6550705203519293), (27004, 0.6535919277150293), (1552, 0.6523836480712416), (37303, 0.652262398557213)]"
56445,"[(1389, 0.6675203447019545)]"
9595,"[(24070, 0.6637405772351729), (57602, 0.6565115710636552)]"
41904,"[(33505, 0.7518437910843719), (27682, 0.7465980475795446), (9369, 0.7439377160187631), (39018, 0.7266125505448785), (12706, 0.7125966833964507), (4801, 0.6807385558292893), (2895, 0.6733146792227388), (55607, 0.6640023366995078), (30446, 0.6599837673185864), (22288, 0.6554176230039047), (9008, 0.65411571683915)]"
